id,nh3,crwc,c10h16
ABZ-2012-02-07,2.0745357e-09,0.0,8.1559925e-11
ABZ-2012-02-08,1.7195351e-09,0.0,6.502518e-11
ABZ-2012-02-09,2.20144e-09,0.0,1.6795272e-10
ABZ-2012-02-10,1.5479112e-09,0.0,4.3352773e-11
ABZ-2012-02-11,2.1171616e-09,0.0,8.963453e-11
ABZ-2012-02-12,2.1002842e-09,0.0,3.2810257e-10
ABZ-2012-02-13,1.4280275e-09,0.0,9.133999e-11
ABZ-2012-02-14,1.4733401e-09,0.0,1.4393901e-10
ABZ-2012-02-15,1.1147606e-09,4.3655746e-10,1.0509202e-11
ABZ-2012-02-16,1.9523045e-09,0.0,2.5116915e-11
ABZ-2012-02-17,1.0670685e-09,5.449242e-06,3.3918753e-11
ABZ-2012-02-18,1.4791692e-09,1.4991938e-06,7.154062e-11
ABZ-2012-02-19,1.1368955e-09,1.1259695e-05,2.9875262e-11
ABZ-2012-02-20,1.8448233e-09,0.0,1.9670768e-10
ABZ-2012-02-21,1.3838993e-09,1.7008279e-07,1.4765228e-10
ABZ-2012-02-22,1.4424246e-09,1.6977431e-08,6.727632e-11
ABZ-2012-02-23,1.6401008e-09,4.114657e-06,5.3498456e-11
ABZ-2012-02-24,1.658581e-09,2.988825e-07,7.920121e-11
ABZ-2012-02-25,1.4574905e-09,6.6001786e-07,4.3561477e-11
ABZ-2012-02-26,2.0142306e-09,2.0759028e-06,4.8817127e-11
ABZ-2012-02-27,2.53215e-09,3.6160532e-07,2.3176859e-10
ABZ-2012-02-28,1.9114066e-09,8.618496e-06,1.06797515e-10
ABZ-2012-02-29,1.993531e-09,3.399685e-06,2.05988e-10
ABZ-2012-03-01,2.484163e-09,3.164713e-06,4.887472e-10
ABZ-2012-03-02,2.2430457e-09,4.083431e-07,2.2705632e-10
ABZ-2012-03-03,2.7370524e-09,5.8860774e-08,1.4447911e-10
ABZ-2012-03-04,2.814489e-09,1.7340874e-07,7.844721e-10
ABZ-2012-03-05,3.235493e-09,5.9370905e-08,3.41494e-10
ABZ-2012-03-06,3.2455258e-09,6.172513e-09,7.0165895e-10
ABZ-2012-03-07,2.7115317e-09,0.0,4.898126e-10
ABZ-2012-03-08,2.5618743e-09,5.5836626e-06,1.381412e-10
ABZ-2012-03-09,2.5294706e-09,4.075673e-09,2.9606395e-10
ABZ-2012-03-10,2.0509023e-09,9.244287e-08,1.100646e-10
ABZ-2012-03-11,2.478978e-09,3.852742e-06,7.277497e-11
ABZ-2012-03-12,2.7068867e-09,6.935116e-06,9.62562e-11
ABZ-2012-03-13,2.958771e-09,1.3298808e-06,1.2107348e-10
ABZ-2012-03-14,2.9735643e-09,7.145601e-07,1.3662169e-10
ABZ-2012-03-15,3.0902052e-09,1.5329837e-07,8.995615e-10
ABZ-2012-03-16,2.7019316e-09,0.0,3.4517034e-10
ABZ-2012-03-17,2.5031537e-09,0.0,2.793901e-10
ABZ-2012-03-18,2.7001383e-09,1.5829573e-07,1.7674652e-10
ABZ-2012-03-19,2.551008e-09,8.378681e-07,1.3517426e-10
ABZ-2012-03-20,2.8603844e-09,0.0,1.1730384e-09
ABZ-2012-03-21,2.8254483e-09,0.0,6.822669e-10
ABZ-2012-03-22,3.8917474e-09,1.9657087e-08,9.48849e-10
ABZ-2012-03-23,3.9764005e-09,1.4332873e-07,7.9487117e-10
ABZ-2012-03-24,3.875352e-09,0.0,1.3934546e-09
ABZ-2012-03-25,3.804586e-09,0.0,1.4863525e-09
ABZ-2012-03-26,3.988137e-09,0.0,9.455632e-10
ABZ-2012-03-27,3.561189e-09,0.0,1.2878446e-09
ABZ-2012-03-28,3.4719565e-09,0.0,7.572798e-10
ABZ-2012-03-29,1.8393855e-09,1.1183429e-06,7.7216185e-11
ABZ-2012-03-30,1.8222213e-09,8.373604e-06,1.03096004e-10
ABZ-2012-03-31,1.8881878e-09,5.158847e-06,9.689675e-11
ABZ-2012-04-01,2.4135152e-09,7.450197e-08,1.3427823e-10
ABZ-2012-04-02,1.9247144e-09,1.2967226e-07,1.7994557e-10
ABZ-2012-04-03,3.2402896e-09,5.6351416e-07,2.6542721e-09
ABZ-2012-04-04,3.153077e-09,4.9778475e-07,5.7974053e-10
ABZ-2012-04-05,3.4995118e-09,1.4198689e-07,1.9140081e-10
ABZ-2012-04-06,2.5355933e-09,8.0049396e-08,1.4732009e-10
ABZ-2012-04-07,1.8558889e-09,1.8659291e-06,1.3692396e-10
ABZ-2012-04-08,3.158791e-09,0.0,1.1726681e-10
ABZ-2012-04-09,1.665454e-09,6.599805e-09,2.841072e-10
ABZ-2012-04-10,1.4610854e-09,1.3078593e-07,2.7138602e-10
ABZ-2012-04-11,2.6075127e-09,1.5540734e-05,1.7730689e-09
ABZ-2012-04-12,2.7709046e-09,6.926996e-06,7.1982703e-10
ABZ-2012-04-13,2.1380797e-09,1.274041e-07,4.7991316e-10
ABZ-2012-04-14,3.2296523e-09,0.0,1.2557746e-09
ABZ-2012-04-15,2.8694978e-09,8.765253e-06,2.0889396e-10
ABZ-2012-04-16,3.2539829e-09,2.1989815e-06,1.5646637e-10
ABZ-2012-04-17,2.2371154e-09,2.2008862e-08,6.639419e-10
ABZ-2012-04-18,1.4522352e-09,3.7412065e-08,5.5484767e-10
ABZ-2012-04-19,2.4417537e-09,0.0,3.081666e-09
ABZ-2012-04-20,2.2602877e-09,6.602545e-08,2.6772025e-09
ABZ-2012-04-21,1.694822e-09,0.0,3.2053127e-10
ABZ-2012-04-22,1.6986708e-09,4.0102168e-07,3.072686e-10
ABZ-2012-04-23,1.6420901e-09,4.905205e-07,3.8063527e-10
ABZ-2012-04-24,2.2069817e-09,1.3645864e-05,2.3004145e-09
ABZ-2012-04-25,1.7761542e-09,1.5578006e-08,3.8657436e-10
ABZ-2012-04-26,1.8262559e-09,0.0,1.5445382e-09
ABZ-2012-04-27,2.673767e-09,0.0,9.302005e-09
ABZ-2012-04-28,3.1410965e-09,0.0,4.8850426e-09
ABZ-2012-04-29,2.122385e-09,0.0,1.0896238e-09
ABZ-2012-04-30,3.2349352e-09,0.0,5.0376076e-10
ABZ-2012-05-01,3.165162e-09,0.0,8.7489604e-10
ABZ-2012-05-02,3.14057e-09,1.1812062e-09,2.039717e-09
ABZ-2012-05-03,2.4468811e-09,2.952047e-06,2.0457038e-09
ABZ-2012-05-04,1.9186321e-09,9.958923e-08,1.2354281e-09
ABZ-2012-05-05,2.03113e-09,1.0346346e-06,3.5087486e-09
ABZ-2012-05-06,2.0768596e-09,3.0511699e-06,4.941637e-10
ABZ-2012-05-07,1.3796995e-09,5.8675937e-07,9.04516e-10
ABZ-2012-05-08,1.8856618e-09,1.1215767e-07,4.017192e-09
ABZ-2012-05-09,1.441578e-09,6.8332156e-08,2.5348588e-09
ABZ-2012-05-10,1.4151689e-09,0.0,8.7463725e-10
ABZ-2012-05-11,1.1851946e-09,0.0,7.613781e-10
ABZ-2012-05-12,1.2669555e-09,4.3160417e-06,3.47759e-10
ABZ-2012-05-13,1.2704494e-09,5.51641e-07,3.0822972e-10
ABZ-2012-05-14,1.5665448e-09,0.0,1.8371298e-09
ABZ-2012-05-15,1.1075281e-09,8.0070106e-07,1.9153366e-09
ABZ-2012-05-16,9.659222e-10,7.9047663e-07,4.1540987e-10
ABZ-2012-05-17,9.608039e-10,4.4079307e-08,4.0124015e-10
ABZ-2012-05-18,1.5929973e-09,0.0,9.208002e-10
ABZ-2012-05-19,1.5119109e-09,0.0,3.2756184e-09
ABZ-2012-05-20,2.1714417e-09,0.0,1.4062574e-09
ABZ-2012-05-21,1.811034e-09,0.0,8.203448e-10
ABZ-2012-05-22,1.8017149e-09,0.0,5.478007e-10
ABZ-2012-05-23,2.34146e-09,0.0,1.3517236e-09
ABZ-2012-05-24,1.8874893e-09,0.0,3.902792e-10
ABZ-2012-05-25,1.6932857e-09,0.0,3.5538103e-10
ABZ-2012-05-26,2.0391095e-09,0.0,7.142634e-10
ABZ-2012-05-27,2.0329851e-09,1.09295655e-07,1.0117067e-09
ABZ-2012-05-28,1.9328494e-09,9.74087e-08,3.0443752e-09
ABZ-2012-05-29,1.6882016e-09,0.0,3.1269587e-09
ABZ-2012-05-30,1.5687343e-09,2.2124595e-09,6.4087785e-10
ABZ-2012-05-31,1.6296835e-09,4.8806187e-06,1.394601e-09
ABZ-2012-06-01,1.0405572e-09,2.0710555e-05,3.90276e-10
ABZ-2012-06-02,7.476456e-10,8.188845e-09,3.3471315e-10
ABZ-2012-06-03,1.4089327e-09,1.8454937e-05,1.7850488e-09
ABZ-2012-06-04,1.285532e-09,7.844184e-07,8.2552576e-10
ABZ-2012-06-05,1.0345779e-09,1.4210644e-05,4.0754716e-10
ABZ-2012-06-06,1.4891863e-09,4.475262e-07,2.0434996e-09
ABZ-2012-06-07,1.2253575e-09,2.2123459e-09,8.598886e-10
ABZ-2012-06-08,9.787833e-10,6.125765e-06,6.082217e-10
ABZ-2012-06-09,1.3078686e-09,1.1085649e-07,4.6088552e-10
ABZ-2012-06-10,1.623134e-09,7.1161776e-07,1.6131088e-09
ABZ-2012-06-11,1.5761311e-09,1.2207815e-06,4.1194865e-09
ABZ-2012-06-12,1.3762574e-09,2.0080595e-08,2.550732e-09
ABZ-2012-06-13,1.9129132e-09,5.684907e-06,5.2579346e-10
ABZ-2012-06-14,1.8395095e-09,1.6051268e-05,1.0651572e-09
ABZ-2012-06-15,1.4690577e-09,6.521077e-09,3.6448187e-09
ABZ-2012-06-16,1.2245855e-09,1.1561133e-07,2.4547997e-09
ABZ-2012-06-17,1.2762456e-09,5.483085e-08,9.755446e-10
ABZ-2012-06-18,1.9299229e-09,0.0,1.5185384e-09
ABZ-2012-06-19,1.9147928e-09,0.0,4.859476e-10
ABZ-2012-06-20,1.9993023e-09,7.1520594e-06,8.2831414e-10
ABZ-2012-06-21,1.590509e-09,6.6023e-06,1.0481414e-09
ABZ-2012-06-22,1.1566428e-09,1.3975393e-08,6.687604e-10
ABZ-2012-06-23,1.2424317e-09,0.0,7.8567014e-10
ABZ-2012-06-24,1.6257147e-09,2.3202012e-06,5.651617e-09
ABZ-2012-06-25,9.980011e-10,5.178355e-07,3.5759842e-10
ABZ-2012-06-26,8.2838375e-10,3.2605385e-09,3.907026e-10
ABZ-2012-06-27,1.0966165e-09,0.0,9.939503e-10
ABZ-2012-06-28,1.223158e-09,2.5813392e-07,8.45385e-10
ABZ-2012-06-29,1.5534628e-09,0.0,4.7949715e-09
ABZ-2012-06-30,1.4439775e-09,0.0,2.452185e-09
ABZ-2012-07-01,1.1280419e-09,1.0522877e-05,5.988745e-10
ABZ-2012-07-02,1.5016235e-09,7.0574174e-07,5.927391e-10
ABZ-2012-07-03,1.4399691e-09,2.3861874e-06,9.356864e-10
ABZ-2012-07-04,2.1041417e-09,7.1517655e-07,8.448094e-10
ABZ-2012-07-05,1.7518456e-09,3.9794263e-06,1.4804492e-09
ABZ-2012-07-06,1.1115603e-09,1.8981254e-07,8.2605894e-10
ABZ-2012-07-07,1.4996419e-09,8.291544e-06,1.298684e-09
ABZ-2012-07-08,1.2810317e-09,0.0,4.390151e-09
ABZ-2012-07-09,1.2395108e-09,0.0,4.7394066e-10
ABZ-2012-07-10,1.2988354e-09,1.1419252e-07,8.315078e-10
ABZ-2012-07-11,1.3940189e-09,2.7475343e-07,6.86678e-10
ABZ-2012-07-12,1.2532559e-09,9.0164997e-07,4.1194093e-10
ABZ-2012-07-13,1.0549375e-09,2.7699002e-06,8.9282526e-10
ABZ-2012-07-14,9.1496455e-10,6.9636944e-06,4.843621e-10
ABZ-2012-07-15,1.3193625e-09,1.9008931e-07,5.653648e-10
ABZ-2012-07-16,1.2850456e-09,2.025879e-07,6.9216827e-10
ABZ-2012-07-17,1.1850323e-09,8.8810175e-06,5.1563503e-10
ABZ-2012-07-18,1.0808952e-09,6.077379e-07,5.985577e-10
ABZ-2012-07-19,1.3021819e-09,0.0,5.6959815e-10
ABZ-2012-07-20,1.2406187e-09,3.207596e-06,7.607195e-10
ABZ-2012-07-21,1.6904149e-09,4.4290446e-06,1.9052548e-09
ABZ-2012-07-22,1.6354389e-09,5.521649e-07,6.447757e-10
ABZ-2012-07-23,1.7857075e-09,0.0,5.9970113e-09
ABZ-2012-07-24,1.8507321e-09,0.0,1.0750598e-09
ABZ-2012-07-25,2.1066169e-09,0.0,4.3316564e-09
ABZ-2012-07-26,1.9015678e-09,6.8062946e-08,1.5686137e-09
ABZ-2012-07-27,2.3584747e-09,0.0,6.2243877e-09
ABZ-2012-07-28,1.5267076e-09,0.0,4.04532e-09
ABZ-2012-07-29,1.6156665e-09,2.658553e-06,6.799644e-10
ABZ-2012-07-30,1.3252677e-09,0.0,1.0058161e-09
ABZ-2012-07-31,1.6518941e-09,0.0,2.473873e-09
ABZ-2012-08-01,1.6645209e-09,0.0,4.444444e-09
ABZ-2012-08-02,1.9496114e-09,0.0,4.413183e-09
ABZ-2012-08-03,1.7095093e-09,2.439844e-06,1.7497879e-09
ABZ-2012-08-04,1.6609104e-09,0.0,2.99124e-09
ABZ-2012-08-05,1.7807104e-09,9.056066e-09,5.202332e-09
ABZ-2012-08-06,1.2134507e-09,1.299525e-05,8.8307606e-10
ABZ-2012-08-07,1.4579341e-09,5.4615157e-08,4.606484e-10
ABZ-2012-08-08,1.3463127e-09,2.9852345e-08,7.707822e-10
ABZ-2012-08-09,1.5914522e-09,6.368422e-07,1.9701383e-09
ABZ-2012-08-10,2.1639996e-09,1.0205558e-06,1.6866372e-09
ABZ-2012-08-11,1.9372393e-09,2.9221843e-07,6.6273803e-10
ABZ-2012-08-12,2.047265e-09,0.0,2.3659152e-09
ABZ-2012-08-13,1.9419741e-09,0.0,1.980919e-09
ABZ-2012-08-14,1.9801856e-09,0.0,5.1447047e-09
ABZ-2012-08-15,2.2946773e-09,0.0,6.205783e-09
ABZ-2012-08-16,2.293626e-09,7.144333e-06,4.8677484e-09
ABZ-2012-08-17,1.6626522e-09,8.151346e-09,2.9143954e-09
ABZ-2012-08-18,2.177907e-09,0.0,9.632774e-09
ABZ-2012-08-19,1.6283875e-09,0.0,7.2736737e-09
ABZ-2012-08-20,1.3683292e-09,0.0,2.4254692e-09
ABZ-2012-08-21,2.3116813e-09,0.0,2.7830864e-09
ABZ-2012-08-22,1.6577036e-09,7.7195e-07,9.55068e-10
ABZ-2012-08-23,2.237139e-09,0.0,2.3696398e-09
ABZ-2012-08-24,2.0427273e-09,5.8339538e-06,4.4803716e-09
ABZ-2012-08-25,1.5279383e-09,6.5125704e-08,3.663474e-10
ABZ-2012-08-26,1.5378624e-09,3.897497e-06,3.0610453e-10
ABZ-2012-08-27,1.1832175e-09,1.2862283e-06,7.3175116e-10
ABZ-2012-08-28,1.914573e-09,0.0,6.152972e-09
ABZ-2012-08-29,1.7424223e-09,0.0,1.009393e-09
ABZ-2012-08-30,1.5193111e-09,5.4705974e-06,2.4427897e-09
ABZ-2012-08-31,1.8152748e-09,2.3088935e-05,7.9282686e-10
ABZ-2012-09-01,2.1167643e-09,3.8657043e-07,8.64525e-10
ABZ-2012-09-02,2.6629763e-09,1.0127052e-07,8.532958e-10
ABZ-2012-09-03,2.4818376e-09,1.7615207e-09,5.1630256e-09
ABZ-2012-09-04,2.9700127e-09,4.8661228e-08,1.5825239e-09
ABZ-2012-09-05,2.422166e-09,2.2063382e-06,8.266385e-09
ABZ-2012-09-06,2.131522e-09,2.8751015e-07,4.9816207e-10
ABZ-2012-09-07,1.5336138e-09,0.0,8.4725493e-10
ABZ-2012-09-08,1.9074773e-09,1.1009655e-07,8.1227775e-10
ABZ-2012-09-09,2.1772266e-09,0.0,8.402141e-09
ABZ-2012-09-10,1.8398651e-09,0.0,3.6686076e-09
ABZ-2012-09-11,1.5397226e-09,2.3608663e-07,1.3420091e-09
ABZ-2012-09-12,1.6043361e-09,1.7708086e-05,4.556168e-10
ABZ-2012-09-13,1.6614761e-09,2.2608897e-06,3.7515777e-10
ABZ-2012-09-14,1.3265726e-09,0.0,6.3496686e-10
ABZ-2012-09-15,1.3691714e-09,1.0493928e-07,2.5364236e-10
ABZ-2012-09-16,1.4627325e-09,4.0759005e-09,1.8566159e-09
ABZ-2012-09-17,1.7340505e-09,0.0,2.9819303e-09
ABZ-2012-09-18,1.8074249e-09,0.0,1.7546526e-09
ABZ-2012-09-19,1.533822e-09,7.1613817e-06,2.574078e-10
ABZ-2012-09-20,1.5885862e-09,1.11432485e-07,9.790017e-10
ABZ-2012-09-21,1.5277412e-09,0.0,4.849704e-09
ABZ-2012-09-22,1.2750547e-09,7.026923e-07,6.6692313e-10
ABZ-2012-09-23,1.4782516e-09,0.0,1.7680675e-09
ABZ-2012-09-24,1.4283053e-09,1.1810341e-06,5.134533e-10
ABZ-2012-09-25,1.182161e-09,0.0,4.96117e-10
ABZ-2012-09-26,1.556726e-09,0.0,2.30294e-09
ABZ-2012-09-27,1.5560406e-09,7.132339e-06,8.0029794e-10
ABZ-2012-09-28,1.3670909e-09,3.763994e-07,2.2110835e-10
ABZ-2012-09-29,1.127837e-09,0.0,1.4521273e-09
ABZ-2012-09-30,1.3678744e-09,0.0,1.2898956e-09
ABZ-2012-10-01,2.004049e-09,0.0,4.1311945e-09
ABZ-2012-10-02,1.2768617e-09,6.521077e-09,3.937395e-10
ABZ-2012-10-03,1.0264827e-09,0.0,2.2028065e-10
ABZ-2012-10-04,9.191113e-10,2.0594373e-06,9.6120376e-11
ABZ-2012-10-05,8.2295015e-10,0.0,1.2758243e-10
ABZ-2012-10-06,1.1696112e-09,4.6264786e-06,9.536237e-11
ABZ-2012-10-07,6.681522e-10,1.9186704e-05,1.9717998e-10
ABZ-2012-10-08,9.185531e-10,4.3089834e-09,2.7781855e-10
ABZ-2012-10-09,9.003143e-10,0.0,2.7341485e-10
ABZ-2012-10-10,8.842269e-10,7.9249496e-08,1.6174477e-10
ABZ-2012-10-11,1.009024e-09,0.0,6.866958e-10
ABZ-2012-10-12,1.2212203e-09,3.5216044e-06,6.181753e-10
ABZ-2012-10-13,7.8208634e-10,0.0,1.6471106e-10
ABZ-2012-10-14,7.152833e-10,4.5578895e-07,1.8083059e-10
ABZ-2012-10-15,7.639586e-10,1.0980988e-07,3.5863895e-10
ABZ-2012-10-16,8.351697e-10,9.778887e-09,2.1035416e-10
ABZ-2012-10-17,7.5962997e-10,0.0,2.4473526e-10
ABZ-2012-10-18,8.8830343e-10,3.2600838e-09,7.88332e-10
ABZ-2012-10-19,7.398663e-10,0.0,9.693191e-10
ABZ-2012-10-20,8.52165e-10,5.2983523e-08,1.1865509e-09
ABZ-2012-10-21,1.1245787e-09,3.9302614e-07,1.5887459e-09
ABZ-2012-10-22,1.3147277e-09,2.644261e-07,1.7979214e-09
ABZ-2012-10-23,7.9155565e-10,1.3165157e-07,3.1291592e-10
ABZ-2012-10-24,5.982221e-10,7.4015105e-08,1.9568731e-10
ABZ-2012-10-25,6.0002153e-10,5.4488015e-07,1.32432e-10
ABZ-2012-10-26,7.234234e-10,5.33532e-07,6.132826e-11
ABZ-2012-10-27,8.3043616e-10,0.0,7.206738e-11
ABZ-2012-10-28,1.3278115e-09,0.0,2.7052713e-10
ABZ-2012-10-29,7.718277e-10,0.0,1.0015229e-09
ABZ-2012-10-30,5.454726e-10,2.6383464e-06,1.1025359e-10
ABZ-2012-10-31,5.2474536e-10,3.9917563e-08,1.5952613e-10
ABZ-2012-11-01,5.127899e-10,2.1147994e-06,1.5270815e-10
ABZ-2012-11-02,5.534249e-10,7.3815437e-07,6.0268526e-11
ABZ-2012-11-03,4.739417e-10,2.2340314e-06,5.1048492e-11
ABZ-2012-11-04,5.428691e-10,1.5849682e-05,1.1801161e-10
ABZ-2012-11-05,5.7881566e-10,2.4824628e-06,5.1468916e-11
ABZ-2012-11-06,4.9991217e-10,1.2391408e-06,9.824851e-11
ABZ-2012-11-07,3.5763417e-10,7.289313e-06,7.2626634e-11
ABZ-2012-11-08,4.028138e-10,1.0425512e-06,6.1427474e-11
ABZ-2012-11-09,5.070875e-10,3.9300966e-07,1.01051216e-10
ABZ-2012-11-10,5.371557e-10,2.0511834e-08,4.5061796e-10
ABZ-2012-11-11,5.0921367e-10,1.385389e-05,5.349449e-10
ABZ-2012-11-12,8.7260227e-10,2.608725e-07,5.786148e-10
ABZ-2012-11-13,7.22335e-10,3.802405e-07,4.3075532e-10
ABZ-2012-11-14,8.63921e-10,0.0,9.1218394e-10
ABZ-2012-11-15,3.1789932e-10,4.1206476e-08,3.9718234e-10
ABZ-2012-11-16,4.2586507e-10,6.433336e-09,2.1485928e-10
ABZ-2012-11-17,1.928065e-10,1.7758682e-08,1.4445725e-10
ABZ-2012-11-18,2.7072136e-10,9.811963e-07,1.4092176e-10
ABZ-2012-11-19,7.1389317e-10,4.1779366e-08,3.94305e-10
ABZ-2012-11-20,8.1112694e-10,7.2078066e-08,6.3701333e-10
ABZ-2012-11-21,1.640364e-10,8.614653e-08,1.0649092e-10
ABZ-2012-11-22,4.4756376e-10,1.6302708e-09,1.7500687e-10
ABZ-2012-11-23,4.9292764e-10,2.7048372e-08,5.8515653e-10
ABZ-2012-11-24,3.7501086e-10,3.563382e-09,2.382492e-10
ABZ-2012-11-25,5.934344e-10,0.0,3.783279e-10
ABZ-2012-11-26,5.4368926e-10,2.6999503e-09,1.416028e-10
ABZ-2012-11-27,3.972312e-10,4.339448e-06,4.0647713e-10
ABZ-2012-11-28,6.3700617e-10,1.43568e-05,3.890057e-10
ABZ-2012-11-29,4.4657575e-10,1.8071936e-05,7.9980245e-11
ABZ-2012-11-30,6.365347e-10,7.407073e-08,1.2384618e-10
ABZ-2012-12-01,5.937833e-10,0.0,2.3234377e-10
ABZ-2012-12-02,4.1719408e-10,0.0,8.7374184e-11
ABZ-2012-12-03,7.522011e-10,0.0,1.1925598e-10
ABZ-2012-12-04,3.391833e-10,7.9181893e-07,4.188786e-11
ABZ-2012-12-05,4.5181814e-10,1.2749666e-09,1.4781107e-10
ABZ-2012-12-06,6.9191713e-10,0.0,2.8190786e-10
ABZ-2012-12-07,6.2071664e-10,0.0,1.5725773e-10
ABZ-2012-12-08,9.253112e-10,0.0,3.9153e-10
ABZ-2012-12-09,4.214471e-10,0.0,6.123518e-11
ABZ-2012-12-10,4.0055162e-10,0.0,3.4149232e-11
ABZ-2012-12-11,6.057168e-10,0.0,4.1358278e-11
ABZ-2012-12-12,4.3770365e-10,0.0,5.4381537e-11
ABZ-2012-12-13,4.940021e-10,0.0,1.4838689e-10
ABZ-2012-12-14,5.3043925e-10,0.0,3.0808536e-10
ABZ-2012-12-15,4.3165155e-10,6.6438874e-06,1.4280314e-10
ABZ-2012-12-16,4.8678006e-10,1.6259947e-06,2.5981607e-11
ABZ-2012-12-17,5.740135e-10,7.616499e-07,4.879375e-11
ABZ-2012-12-18,6.048634e-10,6.000798e-06,7.444497e-11
ABZ-2012-12-19,5.692038e-10,2.9441815e-06,2.3214591e-10
ABZ-2012-12-20,7.8957857e-10,1.1714814e-07,4.3041376e-10
ABZ-2012-12-21,5.9963995e-10,0.0,1.2591424e-10
ABZ-2012-12-22,8.791506e-10,1.1972087e-06,3.388358e-10
ABZ-2012-12-23,3.9837525e-10,3.1458654e-05,9.64994e-11
ABZ-2012-12-24,5.4055266e-10,7.800228e-06,3.994414e-11
ABZ-2012-12-25,4.4418128e-10,3.5620906e-07,2.9263612e-11
ABZ-2012-12-26,4.8149884e-10,1.378835e-06,1.8273579e-11
ABZ-2012-12-27,4.4379694e-10,2.9255432e-06,2.209864e-11
ABZ-2012-12-28,6.634544e-10,9.490266e-06,4.516838e-11
ABZ-2012-12-29,3.1831968e-10,4.8908078e-09,6.6330295e-11
ABZ-2012-12-30,4.59971e-10,7.4997786e-11,5.5539174e-11
ABZ-2012-12-31,4.725126e-10,1.9630908e-08,1.6941861e-11
ABZ-2013-01-01,2.7069064e-10,3.1472058e-07,3.8826713e-11
ABZ-2013-01-02,3.4634662e-10,1.1898419e-06,3.042274e-11
ABZ-2013-01-03,3.3155934e-10,1.6575746e-06,3.594511e-11
ABZ-2013-01-04,2.733354e-10,1.5563422e-05,3.717827e-11
ABZ-2013-01-05,3.194919e-10,1.8731547e-05,2.6585352e-11
ABZ-2013-01-06,2.564975e-10,7.995788e-06,3.741386e-11
ABZ-2013-01-07,4.0802772e-10,6.2918675e-06,6.277455e-11
ABZ-2013-01-08,4.1788095e-10,3.3513184e-06,6.1032616e-11
ABZ-2013-01-09,3.4122188e-10,6.438325e-06,6.843791e-11
ABZ-2013-01-10,1.9756428e-10,6.117956e-06,3.1960615e-11
ABZ-2013-01-11,6.4197836e-10,0.0,2.324209e-11
ABZ-2013-01-12,5.488239e-10,0.0,2.8193689e-11
ABZ-2013-01-13,6.6788886e-10,0.0,5.99819e-11
ABZ-2013-01-14,4.5057175e-10,0.0,3.6792593e-11
ABZ-2013-01-15,4.487764e-10,0.0,3.696582e-11
ABZ-2013-01-16,5.7631344e-10,0.0,6.195728e-11
ABZ-2013-01-17,6.822688e-10,0.0,3.1754974e-11
ABZ-2013-01-18,6.438369e-10,0.0,1.8477166e-11
