date,hybrid,latitude,longitude,co,c5h8,no2,no,so2
2006-03-08,60,29.47,79.65,7.6031915e-07,1.620419e-08,1.9234573e-08,5.4093663e-09,6.4032157e-09
2006-03-09,60,29.47,79.65,6.334868e-07,1.18399255e-08,1.3576777e-08,1.0321497e-09,6.0504735e-09
2006-03-10,60,29.47,79.65,6.9300893e-07,1.0038878e-08,9.029117e-09,2.056098e-09,5.853415e-09
2006-03-11,60,29.47,79.65,3.9530642e-07,9.605793e-09,8.86411e-09,9.438947e-10,4.358233e-09
2006-03-12,60,29.47,79.65,4.9460306e-07,1.2348847e-08,1.27948265e-08,2.2896294e-09,5.1007936e-09
2006-03-13,60,29.47,79.65,6.012964e-07,1.5904725e-08,1.6096246e-08,2.60707e-09,5.7412652e-09
2006-03-14,60,29.47,79.65,4.7014504e-07,9.729619e-09,9.5538315e-09,4.1423046e-10,3.985419e-09
2006-03-15,60,29.47,79.65,4.4673675e-07,1.141654e-08,1.2264778e-08,7.138708e-10,5.0326463e-09
2006-03-16,60,29.47,79.65,3.9418944e-07,8.515248e-09,2.1920352e-08,2.2772963e-10,4.7419277e-09
2006-03-17,60,29.47,79.65,4.316853e-07,9.430447e-09,1.8434731e-08,7.2896067e-10,5.354243e-09
2006-03-18,60,29.47,79.65,4.952972e-07,9.416967e-09,1.6319735e-08,3.7874956e-10,6.1168954e-09
2006-03-19,60,29.47,79.65,5.4507836e-07,1.2238557e-08,1.4830265e-08,5.923171e-10,6.1170944e-09
2006-03-20,60,29.47,79.65,5.742842e-07,1.7875793e-08,1.4033985e-08,2.1777056e-09,5.8439817e-09
2006-03-21,60,29.47,79.65,4.462334e-07,1.28179565e-08,1.35360905e-08,1.120543e-09,5.100919e-09
2006-03-22,60,29.47,79.65,4.145959e-07,8.609036e-09,1.6358076e-08,2.5592195e-10,5.796476e-09
2006-03-23,60,29.47,79.65,4.516204e-07,1.1569056e-08,1.9466905e-08,2.667764e-10,5.6006018e-09
2006-03-24,60,29.47,79.65,5.458874e-07,2.2768297e-08,2.217512e-08,2.6575655e-09,5.732163e-09
2006-03-25,60,29.47,79.65,4.987155e-07,2.2891747e-08,1.8934289e-08,1.3275903e-09,5.6187774e-09
2006-03-26,60,29.47,79.65,3.8721936e-07,1.6603073e-08,1.6549418e-08,9.967682e-10,4.826483e-09
2006-03-27,60,29.47,79.65,4.7029363e-07,1.5977289e-08,1.5158378e-08,5.254891e-10,5.5317897e-09
2006-03-28,60,29.47,79.65,5.554225e-07,2.1901764e-08,2.2497504e-08,2.4531943e-09,6.0046084e-09
2006-03-29,60,29.47,79.65,5.7589205e-07,2.3717394e-08,9.125799e-09,4.935641e-09,5.5701372e-09
2006-03-30,60,29.47,79.65,5.5813916e-07,2.0236302e-08,1.6005895e-08,2.1448647e-09,5.820336e-09
2006-03-31,60,29.47,79.65,6.130265e-07,2.51198e-08,1.1403752e-08,1.1001388e-09,6.34625e-09
2006-04-01,60,29.47,79.65,5.8341936e-07,2.5387502e-08,2.184864e-08,2.6813352e-09,5.5049174e-09
2006-04-02,60,29.47,79.65,5.373922e-07,2.5613772e-08,1.714404e-08,1.1100562e-09,5.858314e-09
2006-04-03,60,29.47,79.65,4.638195e-07,2.35599e-08,2.6376304e-08,1.869986e-09,4.9985767e-09
2006-04-04,60,29.47,79.65,5.0288696e-07,1.9969539e-08,1.838361e-08,1.7164243e-09,5.205555e-09
2006-04-05,60,29.47,79.65,4.329055e-07,1.6149857e-08,1.6932706e-08,3.156013e-10,5.1646296e-09
2006-04-06,60,29.47,79.65,4.775441e-07,2.3437787e-08,1.6840467e-08,2.5340003e-09,5.162896e-09
2006-04-07,60,29.47,79.65,4.858582e-07,2.8239961e-08,1.6611226e-08,2.7772074e-09,5.3661124e-09
2006-04-08,60,29.47,79.65,5.168016e-07,3.2066087e-08,2.1720824e-08,1.41816e-09,5.467314e-09
2006-04-09,60,29.47,79.65,4.5136935e-07,2.4958027e-08,1.4043145e-08,2.7314934e-10,4.100499e-09
2006-04-10,60,29.47,79.65,4.3494623e-07,2.492801e-08,8.045914e-09,1.5348157e-09,4.9083067e-09
2006-04-11,60,29.47,79.65,5.2245764e-07,3.6179447e-08,1.6051057e-08,2.657704e-09,5.4518257e-09
2006-04-12,60,29.47,79.65,5.292362e-07,3.2147945e-08,1.8675136e-08,3.7747228e-09,5.112051e-09
2006-04-13,60,29.47,79.65,5.0413917e-07,2.8113323e-08,9.646784e-09,1.6943105e-09,5.1310263e-09
2006-04-14,60,29.47,79.65,5.215525e-07,3.4547046e-08,1.9553205e-08,3.0561271e-09,5.0844102e-09
2006-04-15,60,29.47,79.65,5.709304e-07,4.327616e-08,1.846305e-08,4.5523603e-09,5.3477063e-09
2006-04-16,60,29.47,79.65,5.2595067e-07,4.1720178e-08,1.2494848e-08,2.9382212e-09,4.8577493e-09
2006-04-17,60,29.47,79.65,4.2381723e-07,2.2028376e-08,1.1540105e-08,1.664727e-10,4.637055e-09
2006-04-18,60,29.47,79.65,4.2696868e-07,2.6241146e-08,1.4071871e-08,1.4639244e-10,4.007237e-09
2006-04-19,60,29.47,79.65,4.090818e-07,2.7742503e-08,1.155746e-08,1.6743158e-10,4.270223e-09
2006-04-20,60,29.47,79.65,5.23556e-07,3.6599026e-08,1.6589947e-08,7.5710616e-10,4.708904e-09
2006-04-21,60,29.47,79.65,4.2972806e-07,2.8732604e-08,1.2052963e-08,1.8137535e-10,4.7660156e-09
2006-04-22,60,29.47,79.65,6.045386e-07,5.3290265e-08,2.3012232e-08,2.658214e-09,5.866816e-09
2006-04-23,60,29.47,79.65,5.022002e-07,5.2642232e-08,1.8238744e-08,1.4404894e-09,4.9413256e-09
2006-04-24,60,29.47,79.65,4.903331e-07,5.5761745e-08,1.9042725e-08,8.126005e-10,4.8585913e-09
2006-04-25,60,29.47,79.65,5.9559784e-07,5.278307e-08,1.6410958e-08,2.923694e-09,5.3007394e-09
2006-04-26,60,29.47,79.65,5.518097e-07,4.757613e-08,2.2547683e-08,8.8548874e-10,4.832537e-09
2006-04-27,60,29.47,79.65,5.7494395e-07,5.6635646e-08,1.6109706e-08,1.2160873e-09,4.934548e-09
2006-04-28,60,29.47,79.65,4.867451e-07,3.3100008e-08,9.069574e-09,1.3130981e-10,4.23197e-09
2006-04-29,60,29.47,79.65,4.791964e-07,3.2002784e-08,1.6184538e-08,1.3738997e-10,4.1403445e-09
2006-04-30,60,29.47,79.65,5.51306e-07,5.057624e-08,1.7130105e-08,8.1756624e-10,4.7179993e-09
2006-05-01,60,29.47,79.65,5.254606e-07,5.8749706e-08,1.3971376e-08,1.5748483e-09,4.822289e-09
2006-05-02,60,29.47,79.65,4.791519e-07,6.633451e-08,2.0162174e-08,2.8797555e-09,4.3605866e-09
2006-05-03,60,29.47,79.65,4.437934e-07,7.234387e-08,2.1958302e-08,2.3471347e-09,4.4204955e-09
2006-05-04,60,29.47,79.65,5.076121e-07,7.197811e-08,2.345617e-08,3.8664356e-09,4.0064885e-09
2006-05-05,60,29.47,79.65,4.2026286e-07,5.8428792e-08,1.22570105e-08,1.4499657e-10,4.1148347e-09
2006-05-06,60,29.47,79.65,4.5728166e-07,5.4504852e-08,1.3554822e-08,1.342642e-10,3.933471e-09
2006-05-07,60,29.47,79.65,4.826825e-07,4.5450612e-08,8.5123295e-09,1.1474787e-10,4.231541e-09
2006-05-08,60,29.47,79.65,4.9042137e-07,4.715579e-08,7.918364e-09,2.6174002e-10,3.9710217e-09
2006-05-09,60,29.47,79.65,4.7043756e-07,4.7117513e-08,1.6057827e-08,3.4071412e-10,3.170716e-09
2006-05-10,60,29.47,79.65,4.3319127e-07,4.613174e-08,8.0809635e-09,2.51577e-10,3.3530754e-09
2006-05-11,60,29.47,79.65,4.6507174e-07,5.1006833e-08,8.002414e-09,9.0692925e-11,3.717764e-09
2006-05-12,60,29.47,79.65,4.523755e-07,5.3241724e-08,9.7806e-09,8.998867e-11,3.7420786e-09
2006-05-13,60,29.47,79.65,4.9126555e-07,5.404167e-08,7.874531e-09,7.090019e-11,3.7012455e-09
2006-05-14,60,29.47,79.65,4.806137e-07,4.9154714e-08,1.012003e-08,8.248781e-11,3.1617855e-09
2006-05-15,60,29.47,79.65,4.225613e-07,4.5810317e-08,9.8400506e-09,1.2170101e-10,2.516659e-09
2006-05-16,60,29.47,79.65,4.183675e-07,4.5233765e-08,7.2684876e-09,6.98102e-11,2.7748503e-09
2006-05-17,60,29.47,79.65,4.6786988e-07,6.4884325e-08,9.818723e-09,4.2135903e-10,3.5395296e-09
2006-05-18,60,29.47,79.65,5.060503e-07,7.559232e-08,1.5877617e-08,3.293604e-09,2.8475606e-09
2006-05-19,60,29.47,79.65,4.03411e-07,4.9678345e-08,1.0875964e-08,1.2878565e-10,3.0678722e-09
2006-05-20,60,29.47,79.65,4.5087614e-07,6.318578e-08,1.0420725e-08,1.6935131e-10,3.064086e-09
2006-05-21,60,29.47,79.65,4.3953384e-07,5.1318658e-08,1.2135901e-08,2.514263e-10,2.7052647e-09
2006-05-22,60,29.47,79.65,4.3182652e-07,5.1873485e-08,7.813375e-09,5.182681e-10,2.7049207e-09
2006-05-23,60,29.47,79.65,5.100143e-07,8.080757e-08,2.5362846e-08,5.242506e-10,2.9840344e-09
2006-05-24,60,29.47,79.65,4.232354e-07,4.8841642e-08,7.89092e-09,1.0063339e-10,2.534723e-09
2006-05-25,60,29.47,79.65,4.291361e-07,4.9165365e-08,1.0197922e-08,1.0163112e-10,2.653534e-09
2006-05-26,60,29.47,79.65,3.6351398e-07,3.569941e-08,6.9540924e-09,7.7582295e-11,2.3592082e-09
2006-05-27,60,29.47,79.65,3.8754587e-07,4.0911225e-08,6.119906e-09,7.912538e-11,2.292978e-09
2006-05-28,60,29.47,79.65,3.6747716e-07,3.668701e-08,7.868546e-09,4.6456214e-11,1.987525e-09
2006-05-29,60,29.47,79.65,3.6493074e-07,3.6373187e-08,5.887047e-09,8.675207e-11,2.2462685e-09
2006-05-30,60,29.47,79.65,3.8441533e-07,4.3977924e-08,8.673198e-09,1.00266365e-10,2.4317566e-09
2006-05-31,60,29.47,79.65,4.2980676e-07,6.696341e-08,9.021041e-09,1.1139787e-09,2.946432e-09
2006-06-01,60,29.47,79.65,4.5346644e-07,7.019081e-08,1.7459074e-08,4.6045556e-10,2.8973743e-09
2006-06-02,60,29.47,79.65,4.431766e-07,5.1671606e-08,7.7727e-09,8.651366e-11,2.8430929e-09
2006-06-03,60,29.47,79.65,4.157027e-07,7.4548126e-08,7.635904e-09,1.7929572e-09,2.7009108e-09
2006-06-04,60,29.47,79.65,3.586781e-07,6.2135925e-08,1.0957303e-08,1.9089266e-09,2.216153e-09
2006-06-05,60,29.47,79.65,3.592412e-07,3.7401847e-08,8.490371e-09,1.0341924e-10,2.7627973e-09
2006-06-06,60,29.47,79.65,5.1613983e-07,6.4891005e-08,1.6663886e-08,1.6415038e-09,3.1531824e-09
2006-06-07,60,29.47,79.65,4.5657242e-07,4.4667054e-08,9.4580255e-09,1.124134e-10,3.2446041e-09
2006-06-08,60,29.47,79.65,5.096672e-07,7.5228385e-08,1.7337218e-08,1.6559571e-09,2.9361387e-09
2006-06-09,60,29.47,79.65,4.206664e-07,4.374823e-08,9.0189145e-09,2.343992e-10,3.0969496e-09
2006-06-10,60,29.47,79.65,4.0820487e-07,5.1476665e-08,1.9129066e-08,1.2620749e-10,3.0828509e-09
2006-06-11,60,29.47,79.65,4.03317e-07,5.962771e-08,1.7663252e-08,2.909281e-10,2.8001592e-09
2006-06-12,60,29.47,79.65,4.1781632e-07,6.5154566e-08,2.1505572e-08,1.2898456e-09,2.8876144e-09
2006-06-13,60,29.47,79.65,3.958118e-07,6.0793134e-08,1.5450409e-08,2.310417e-09,2.8295797e-09
2006-06-14,60,29.47,79.65,3.7879147e-07,6.641828e-08,2.2893207e-08,2.0177553e-09,2.570144e-09
2006-06-15,60,29.47,79.65,4.374248e-07,8.4149534e-08,1.7877287e-08,4.3468105e-09,2.6474851e-09
2006-06-16,60,29.47,79.65,4.158018e-07,6.736107e-08,1.2179367e-08,4.1020494e-09,2.4522755e-09
2006-06-17,60,29.47,79.65,3.106087e-07,3.738743e-08,8.413014e-09,1.3275463e-10,2.3391076e-09
2006-06-18,60,29.47,79.65,3.302771e-07,5.8669457e-08,1.868738e-08,2.0903845e-09,2.3234272e-09
2006-06-19,60,29.47,79.65,2.9881832e-07,5.553243e-08,1.9010665e-08,2.3447397e-09,2.1798194e-09
2006-06-20,60,29.47,79.65,3.0757522e-07,5.319169e-08,1.12016405e-08,6.0889377e-10,2.3029223e-09
2006-06-21,60,29.47,79.65,2.3897053e-07,4.0463494e-08,1.2397129e-08,1.2337911e-10,1.9374298e-09
2006-06-22,60,29.47,79.65,2.6223495e-07,4.1183366e-08,9.366293e-09,2.3824226e-10,2.0319388e-09
2006-06-23,60,29.47,79.65,2.7960502e-07,3.851161e-08,7.868756e-09,1.0285483e-10,1.9290518e-09
2006-06-24,60,29.47,79.65,2.2513508e-07,2.7657507e-08,6.998639e-09,7.365787e-11,1.5780945e-09
2006-06-25,60,29.47,79.65,2.2322378e-07,3.0319278e-08,5.6999405e-09,7.908473e-11,1.529064e-09
2006-06-26,60,29.47,79.65,2.390551e-07,3.6061994e-08,8.0950615e-09,2.8364522e-10,1.7132488e-09
2006-06-27,60,29.47,79.65,2.1970287e-07,2.4729367e-08,7.571501e-09,7.0005925e-11,1.3110528e-09
2006-06-28,60,29.47,79.65,2.699806e-07,4.126834e-08,1.0883733e-08,2.2052847e-10,1.8287613e-09
2006-06-29,60,29.47,79.65,2.2301538e-07,2.91016e-08,8.814457e-09,5.6033858e-11,1.4742347e-09
2006-06-30,60,29.47,79.65,2.5911717e-07,4.0792695e-08,9.852279e-09,2.3207292e-10,2.1445918e-09
2006-07-01,60,29.47,79.65,3.2376656e-07,5.6509116e-08,1.9720517e-08,4.5961546e-09,1.7646599e-09
2006-07-02,60,29.47,79.65,2.7570067e-07,3.5906314e-08,8.645993e-09,1.5794623e-10,1.7953306e-09
2006-07-03,60,29.47,79.65,3.18907e-07,5.5195137e-08,2.0366617e-08,8.442279e-10,2.1856104e-09
2006-07-04,60,29.47,79.65,2.7027363e-07,4.536604e-08,9.822758e-09,5.106185e-10,1.7795325e-09
2006-07-05,60,29.47,79.65,2.064139e-07,2.9655403e-08,5.8667133e-09,1.4432289e-10,1.6344154e-09
2006-07-06,60,29.47,79.65,2.2919595e-07,3.559603e-08,8.7172145e-09,3.1539382e-10,1.932213e-09
2006-07-07,60,29.47,79.65,2.568948e-07,3.57861e-08,7.762008e-09,9.607322e-11,2.1184783e-09
2006-07-08,60,29.47,79.65,2.6292557e-07,3.2851016e-08,8.8497e-09,7.8541576e-11,1.8879105e-09
2006-07-09,60,29.47,79.65,2.48691e-07,3.6362508e-08,8.824651e-09,1.4430589e-10,1.8362633e-09
2006-07-10,60,29.47,79.65,2.6770144e-07,3.4951455e-08,8.9551015e-09,1.8650148e-10,1.0693086e-09
2006-07-11,60,29.47,79.65,2.8858193e-07,5.2722353e-08,9.009809e-09,1.1193615e-09,1.5581718e-09
2006-07-12,60,29.47,79.65,2.452071e-07,4.6970953e-08,7.994565e-09,1.1329211e-09,2.045222e-09
2006-07-13,60,29.47,79.65,3.0323085e-07,7.030698e-08,1.0678587e-08,2.8936837e-09,2.1369528e-09
2006-07-14,60,29.47,79.65,3.1828904e-07,6.685572e-08,9.42551e-09,4.3454333e-09,1.2314589e-09
2006-07-15,60,29.47,79.65,2.935461e-07,4.5521578e-08,8.267257e-09,6.8560646e-10,1.7197958e-09
2006-07-16,60,29.47,79.65,2.817546e-07,4.3358867e-08,8.713801e-09,1.5220354e-10,1.8649615e-09
2006-07-17,60,29.47,79.65,2.925798e-07,5.207899e-08,6.556793e-09,1.6491838e-09,1.7239667e-09
